743,490
734,477
726,466
720,452
710,441
708,428
699,417
696,406
692,393
684,380
681,366
673,351
671,338
664,327
653,315
650,306
637,300
627,302
617,300
607,289
599,278
592,274
579,270
569,261
562,254
549,253
497,264
485,268
475,279
464,285
456,290
447,300
437,320
426,332
421,338
411,349
400,357
397,367
383,350
374,339
363,331
356,320
336,309
323,309
301,305
287,304
274,307
258,305
242,293
231,284
220,279
205,280
189,277
175,275
161,269
153,262
146,250
144,236
145,224
141,209
141,196
152,176
160,163
163,151
171,139
179,131
187,115
